"gender","masterCategory","subCategory","articleType","baseColour","season","year","usage"
"Women","Apparel","Topwear","Kurtas","Rust","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","White","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Red","Fall","2011.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Red","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Shirts","Navy Blue","Summer","2012.0","Formal"
"Men","Apparel","Topwear","Tshirts","White","Summer","2012.0","Casual"
"Men","Accessories","Belts","Belts","Brown","Summer","2012.0","Fashionable"
"Women","Apparel","Saree","Sarees","Multi","Fall","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Black","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Shirts","Grey","Summer","2012.0","Formal"
"Men","Accessories","Belts","Belts","Black","Summer","2012.0","Casual"
"Men","Apparel","Innerwear","Innerwear Vests","Black","Summer","2016.0","Casual"
"Men","Accessories","Wallets","Wallets","Brown","Spring","2013.0","Casual"
"Men","Accessories","Watches","Watches","Silver","Winter","2016.0","Fashionable"
"Men","Accessories","Watches","Watches","Black","Winter","2016.0","Fashionable"
"Women","Apparel","Dress","Dresses","Peach","Summer","2012.0","Casual"
"Women","Apparel","Innerwear","Bra","Pink","Winter","2015.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","White","Fall","2011.0","Casual"
"Men","Accessories","Headwear","Caps","White","Fall","2011.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","Silver","Summer","2011.0","Casual"
"Unisex","Accessories","Socks","Socks","Navy Blue","Summer","2012.0","Casual"
"Unisex","Footwear","Flip Flops","Flip Flops","Navy Blue","Winter","2012.0","Casual"
"Women","Apparel","Topwear","Tops","Black","Fall","2011.0","Casual"
"Unisex","Footwear","Flip Flops","Flip Flops","Blue","Summer","2012.0","Casual"
"Women","Personal Care","Makeup","Kajal and Eyeliner","Mauve","Spring","2017.0","Casual"
"Men","Apparel","Topwear","Tshirts","Blue","Summer","2012.0","Casual"
"Women","Accessories","Scarves","Scarves","Pink","Fall","2012.0","Casual"
"Women","Apparel","Topwear","Kurtas","Black","Fall","2012.0","Casual"
"Girls","Apparel","Bottomwear","Leggings","Pink","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Tops","White","Spring","2011.0","Casual"
"Men","Personal Care","Fragrance","Deodorant","Black","Spring","2017.0","Casual"
"Women","Footwear","Shoes","Sports Shoes","Black","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Shirts","Blue","Fall","2011.0","Formal"
"Men","Accessories","Belts","Belts","Black","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Blue","Fall","2011.0","Casual"
"Women","Apparel","Bottomwear","Jeans","Blue","Summer","2012.0","Casual"
"Men","Footwear","Sandal","Sandals","Brown","Summer","2012.0","Casual"
"Men","Footwear","Flip Flops","Flip Flops","Green","Summer","2011.0","Casual"
"Men","Accessories","Eyewear","Sunglasses","White","Winter","2016.0","Fashionable"
"Men","Accessories","Ties","Ties","Grey","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Black","Fall","2011.0","Formal"
"Men","Apparel","Topwear","Tshirts","Black","Fall","2011.0","Casual"
"Unisex","Apparel","Apparel Set","Swimwear","Black","Fall","2010.0","Casual"
"Men","Apparel","Topwear","Shirts","Green","Fall","2011.0","Formal"
"Women","Personal Care","Fragrance","Perfume and Body Mist","Pink","Spring","2017.0","Casual"
"Men","Accessories","Socks","Socks","Black","Summer","2010.0","Casual"
"Men","Accessories","Watches","Watches","Black","Winter","2016.0","Formal"
"Boys","Apparel","Topwear","Tshirts","Red","Summer","2012.0","Casual"
"Women","Apparel","Saree","Sarees","Mustard","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Tunics","Blue","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","White","Fall","2010.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Brown","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","White","Fall","2011.0","Casual"
"Women","Apparel","Innerwear","Shapewear","Brown","Summer","2016.0","Casual"
"Men","Apparel","Topwear","Tshirts","Pink","Summer","2011.0","Casual"
"Women","Apparel","Topwear","Tshirts","Blue","Winter","2012.0","Formal"
"Men","Apparel","Bottomwear","Jeans","Blue","Fall","2011.0","Casual"
"Women","Accessories","Bags","Handbags","Black","Summer","2012.0","Casual"
"Women","Accessories","Wallets","Wallets","Purple","Winter","2015.0","Formal"
"Boys","Apparel","Topwear","Rompers","Yellow","Summer","2012.0","Casual"
"Boys","Apparel","Topwear","Tshirts","Yellow","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Tops","Grey","Summer","2012.0","Casual"
"Women","Accessories","Socks","Socks","White","Summer","2016.0","Casual"
"Women","Apparel","Topwear","Kurtas","Red","Fall","2011.0","Casual"
"Women","Accessories","Bags","Handbags","Black","Winter","2015.0","Formal"
"Women","Accessories","Eyewear","Sunglasses","Grey","Winter","2016.0","Formal"
"Women","Footwear","Flip Flops","Flip Flops","Purple","Fall","2011.0","Casual"
"Women","Personal Care","Fragrance","Perfume and Body Mist","Cream","Spring","2017.0","Casual"
"Men","Apparel","Innerwear","Innerwear Vests","Beige","Summer","2016.0","Casual"
"Men","Apparel","Topwear","Tshirts","White","Summer","2012.0","Casual"
"Women","Accessories","Bags","Clutches","Magenta","Summer","2012.0","Casual"
"Women","Apparel","Saree","Sarees","Red","Summer","2012.0","Casual"
"Women","Personal Care","Nails","Nail Polish","White","Spring","2017.0","Casual"
"Men","Accessories","Belts","Belts","Brown","Fall","2011.0","Fashionable"
"Men","Footwear","Shoes","Casual Shoes","Grey","Summer","2012.0","Casual"
"Unisex","Footwear","Flip Flops","Flip Flops","Red","Spring","2013.0","Casual"
"Men","Accessories","Eyewear","Sunglasses","Black","Winter","2016.0","Formal"
"Men","Footwear","Shoes","Sports Shoes","Black","Summer","2011.0","Casual"
"Women","Apparel","Topwear","Tshirts","Purple","Fall","2011.0","Casual"
"Women","Apparel","Topwear","Kurtas","Maroon","Summer","2012.0","Casual"
"Women","Apparel","Bottomwear","Jeans","Blue","Summer","2012.0","Casual"
"Men","Accessories","Watches","Watches","Black","Winter","2016.0","Fashionable"
"Women","Accessories","Wallets","Wallets","Tan","Summer","2012.0","Casual"
"Women","Apparel","Innerwear","Bra","Pink","Summer","2014.0","Casual"
"Men","Apparel","Topwear","Shirts","White","Fall","2011.0","Formal"
"Men","Apparel","Topwear","Tshirts","Yellow","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","Black","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Grey","Fall","2011.0","Formal"
"Unisex","Footwear","Flip Flops","Flip Flops","Navy Blue","Summer","2012.0","Casual"
"Men","Apparel","Bottomwear","Shorts","Navy Blue","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Tops","Black","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Tunics","Orange","Summer","2012.0","Casual"
"Women","Accessories","Watches","Watches","Silver","Winter","2016.0","Formal"
"Men","Apparel","Bottomwear","Tracksuits","Grey","Fall","2012.0","Casual"
"Unisex","Accessories","Bags","Backpacks","Black","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Kurtas","Red","Summer","2012.0","Casual"
"Men","Accessories","Watches","Watches","Black","Winter","2016.0","Fashionable"
"Women","Apparel","Loungewear and Nightwear","Nightdress","Yellow","Winter","2015.0","Formal"
"Women","Footwear","Shoes","Heels","Blue","Summer","2016.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Maroon","Summer","2011.0","Casual"
"Men","Accessories","Belts","Belts","Black","Summer","2011.0","Casual"
"Men","Accessories","Wallets","Wallets","Black","Summer","2012.0","Casual"
"Men","Apparel","Innerwear","Innerwear Vests","Red","Summer","2016.0","Casual"
"Men","Accessories","Watches","Watches","White","Winter","2016.0","Fashionable"
"Men","Apparel","Topwear","Tshirts","Blue","Winter","2010.0","Formal"
"Women","Apparel","Saree","Sarees","Orange","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Navy Blue","Summer","2012.0","Casual"
"Men","Apparel","Bottomwear","Trousers","Black","Summer","2012.0","Casual"
"Men","Accessories","Eyewear","Sunglasses","Copper","Winter","2016.0","Formal"
"Women","Apparel","Topwear","Tops","Beige","Summer","2012.0","Casual"
"Men","Accessories","Eyewear","Sunglasses","Green","Summer","2017.0","Fashionable"
"Women","Apparel","Topwear","Kurtas","Blue","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Blue","Fall","2011.0","Formal"
"Men","Apparel","Innerwear","Briefs","Blue","Summer","2016.0","Casual"
"Men","Apparel","Topwear","Tshirts","Black","Summer","2012.0","Casual"
"Men","Accessories","Socks","Socks","White","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Green","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Shirts","Black","Fall","2011.0","Formal"
"Women","Apparel","Topwear","Shirts","Blue","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Formal Shoes","Brown","Summer","2012.0","Formal"
"Men","Apparel","Topwear","Tshirts","Black","Summer","2012.0","Casual"
"Boys","Apparel","Topwear","Tshirts","Yellow","Summer","2012.0","Casual"
"Men","Apparel","Bottomwear","Jeans","Blue","Fall","2011.0","Casual"
"Men","Footwear","Sandal","Sandals","Black","Fall","2012.0","Casual"
"Girls","Accessories","Watches","Watches","Orange","Winter","2016.0","Formal"
"Women","Apparel","Topwear","Tunics","Beige","Summer","2012.0","Casual"
"Unisex","Accessories","Bags","Backpacks","Pink","Summer","2015.0","Casual"
"Men","Accessories","Belts","Belts","Brown","Summer","2012.0","Casual"
"Women","Personal Care","Makeup","Eyeshadow","Pink","Spring","2017.0","Casual"
"Women","Apparel","Innerwear","Briefs","Purple","Summer","2017.0","Casual"
"Men","Accessories","Bags","Backpacks","Black","Summer","2011.0","Casual"
"Women","Footwear","Shoes","Flats","Beige","Winter","2012.0","Formal"
"Women","Apparel","Topwear","Kurtas","Brown","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Sweaters","Black","Fall","2011.0","Casual"
"Women","Apparel","Topwear","Tshirts","Peach","Summer","2011.0","Casual"
"Unisex","Accessories","Eyewear","Sunglasses","Brown","Winter","2016.0","Formal"
"Unisex","Footwear","Sandal","Sandals","Black","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Blue","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Peach","Fall","2011.0","Formal"
"Men","Accessories","Wallets","Wallets","Tan","Winter","2015.0","Casual"
"Women","Apparel","Topwear","Kurtas","Green","Fall","2011.0","Casual"
"Women","Apparel","Topwear","Kurtis","Blue","Summer","2012.0","Casual"
"Men","Accessories","Watches","Watches","Silver","Winter","2016.0","Fashionable"
"Women","Apparel","Topwear","Tshirts","Black","Fall","2011.0","Casual"
"Men","Footwear","Shoes","Formal Shoes","Brown","Winter","2018.0","Formal"
"Women","Footwear","Shoes","Heels","Beige","Winter","2012.0","Casual"
"Men","Accessories","Cufflinks","Cufflinks","Steel","Summer","2012.0","Casual"
"Women","Accessories","Bags","Handbags","Blue","Summer","2011.0","Casual"
"Women","Accessories","Scarves","Scarves","Purple","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Blue","Summer","2011.0","Casual"
"Women","Footwear","Shoes","Sports Shoes","Grey","Summer","2012.0","Casual"
"Men","Accessories","Belts","Belts","Black","Summer","2012.0","Casual"
"Women","Apparel","Innerwear","Shapewear","White","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Black","Fall","2011.0","Casual"
"Women","Apparel","Topwear","Kurtas","Beige","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Blue","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Olive","Summer","2011.0","Casual"
"Women","Accessories","Jewellery","Necklace and Chains","Brown","Fall","2012.0","Casual"
"Women","Accessories","Belts","Belts","Tan","Summer","2012.0","Casual"
"Men","Accessories","Watches","Watches","Black","Winter","2016.0","Fashionable"
"Men","Apparel","Innerwear","Briefs","White","Summer","2016.0","Casual"
"Women","Apparel","Bottomwear","Jeggings","Navy Blue","Summer","2012.0","Casual"
"Women","Apparel","Saree","Sarees","Grey","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","Silver","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Blue","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Grey","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Kurtas","Brown","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Green","Fall","2010.0","Casual"
"Women","Footwear","Shoes","Heels","Green","Spring","2013.0","Casual"
"Women","Apparel","Topwear","Kurtis","Red","Fall","2011.0","Casual"
"Girls","Apparel","Bottomwear","Shorts","White","Fall","2011.0","Casual"
"Women","Apparel","Saree","Sarees","Off White","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Kurtis","White","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Navy Blue","Fall","2014.0","Casual"
"Women","Accessories","Bags","Handbags","Orange","Summer","2012.0","Casual"
"Women","Apparel","Saree","Sarees","Red","Fall","2012.0","Casual"
"Women","Accessories","Jewellery","Ring","Silver","Fall","2012.0","Casual"
"Women","Apparel","Topwear","Tunics","Blue","Summer","2012.0","Casual"
"Women","Accessories","Bags","Mobile Pouch","Red","Winter","2015.0","Casual"
"Women","Accessories","Bags","Handbags","Pink","Winter","2015.0","Formal"
"Men","Footwear","Shoes","Casual Shoes","White","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","White","Fall","2012.0","Casual"
"Women","Personal Care","Nails","Nail Polish","Purple","Spring","2017.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Black","Summer","2011.0","Casual"
"Women","Apparel","Topwear","Kurtas","Black","Fall","2011.0","Casual"
"Women","Apparel","Topwear","Kurtas","Black","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Tops","Blue","Summer","2011.0","Casual"
"Women","Accessories","Jewellery","Necklace and Chains","Red","Fall","2012.0","Casual"
"Girls","Apparel","Topwear","Tops","White","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Black","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Sweatshirts","Black","Fall","2011.0","Casual"
"Women","Personal Care","Nails","Nail Polish","Red","Spring","2017.0","Casual"
"Women","Accessories","Watches","Watches","Black","Winter","2016.0","Formal"
"Men","Apparel","Innerwear","Briefs","Black","Summer","2016.0","Casual"
"Unisex","Accessories","Eyewear","Sunglasses","Black","Winter","2016.0","Formal"
"Men","Apparel","Topwear","Shirts","Blue","Fall","2011.0","Formal"
"Women","Accessories","Bags","Clutches","Red","Summer","2012.0","Casual"
"Men","Apparel","Bottomwear","Shorts","Blue","Summer","2011.0","Casual"
"Women","Accessories","Eyewear","Sunglasses","Brown","Winter","2016.0","Fashionable"
"Women","Apparel","Bottomwear","Leggings","Blue","Fall","2012.0","Casual"
"Women","Apparel","Topwear","Tops","Blue","Fall","2011.0","Casual"
"Women","Apparel","Topwear","Tops","Beige","Summer","2012.0","Casual"
"Women","Apparel","Bottomwear","Patiala","Multi","Fall","2012.0","Casual"
"Women","Footwear","Shoes","Flats","Copper","Fall","2012.0","Casual"
"Men","Apparel","Innerwear","Innerwear Vests","White","Summer","2016.0","Casual"
"Women","Apparel","Bottomwear","Leggings","Purple","Fall","2011.0","Casual"
"Women","Apparel","Bottomwear","Trousers","Brown","Summer","2012.0","Casual"
"Men","Accessories","Eyewear","Sunglasses","White","Winter","2016.0","Formal"
"Men","Apparel","Topwear","Tshirts","Yellow","Fall","2011.0","Casual"
"Women","Personal Care","Makeup","Highlighter and Blush","Peach","Spring","2017.0","Casual"
"Women","Apparel","Topwear","Tops","Green","Summer","2011.0","Casual"
"Men","Personal Care","Fragrance","Perfume and Body Mist","Black","Spring","2017.0","Casual"
"Women","Apparel","Dress","Dresses","Navy Blue","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Grey","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Red","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Shirts","Blue","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Purple","Summer","2012.0","Casual"
"Men","Accessories","Eyewear","Sunglasses","Steel","Winter","2016.0","Fashionable"
"Men","Footwear","Shoes","Sports Shoes","White","Fall","2011.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","Black","Fall","2011.0","Casual"
"Women","Personal Care","Fragrance","Perfume and Body Mist","Purple","Spring","2017.0","Casual"
"Women","Footwear","Shoes","Heels","Black","Winter","2015.0","Formal"
"Girls","Apparel","Bottomwear","Leggings","Blue","Summer","2012.0","Casual"
"Women","Footwear","Shoes","Heels","Gold","Winter","2015.0","Casual"
"Men","Apparel","Topwear","Jackets","Navy Blue","Fall","2011.0","Casual"
"Unisex","Accessories","Bags","Duffel Bag","Olive","Summer","2012.0","Casual"
"Women","Footwear","Shoes","Flats","Magenta","Winter","2012.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","Black","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Navy Blue","Summer","2012.0","Casual"
"Men","Accessories","Eyewear","Sunglasses","Brown","Winter","2016.0","Fashionable"
"Women","Apparel","Bottomwear","Jeans","Blue","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Tshirts","Yellow","Fall","2011.0","Casual"
"Women","Apparel","Topwear","Kurtas","Black","Summer","2012.0","Casual"
"Women","Personal Care","Lips","Lipstick","Brown","Spring","2017.0","Casual"
"Men","Accessories","Socks","Socks","White","Fall","2011.0","Casual"
"Unisex","Footwear","Shoes","Casual Shoes","Brown","Summer","2010.0","Casual"
"Men","Apparel","Topwear","Tshirts","White","Summer","2012.0","Casual"
"Women","Apparel","Innerwear","Bra","Black","Summer","2014.0","Casual"
"Men","Apparel","Topwear","Tshirts","Beige","Summer","2012.0","Casual"
